tournament_year,stage,player1_name,player2_name
2008,FINAL,Shepherd K.,Part J.
2008,SEMI-FINALS,Mardle W.,Shepherd K.
2008,SEMI-FINALS,Painter K.,Part J.
2008,QUARTER-FINALS,Manley P.,Shepherd K.
2008,QUARTER-FINALS,Painter K.,Lewis A.
2008,QUARTER-FINALS,Part J.,Wade J.
2008,QUARTER-FINALS,Taylor P.,Mardle W.
2008,1/8-FINALS,Lewis A.,Eccles T.
2008,1/8-FINALS,Manley P.,Van der Rassel J.
2008,1/8-FINALS,Roy A.,Part J.
2008,1/8-FINALS,Shepherd K.,Bates B.
2008,1/8-FINALS,van Barneveld R.,Painter K.
2008,1/8-FINALS,Wade J.,Dudbridge M.
2008,1/16-FINALS,Baxter R.,Dudbridge M.
2008,1/16-FINALS,Hamilton A.,Roy A.
2008,1/16-FINALS,Maish S.,Eccles T.
2008,1/8-FINALS,Scholten R.,Mardle W.
2008,1/8-FINALS,Taylor P.,Tabern A.
2008,1/16-FINALS,Bates B.,Extercatte E.
2008,1/16-FINALS,Lewis A.,Van der Voort V.
2008,1/16-FINALS,Painter K.,Mason C.
2008,1/16-FINALS,Part J.,Suljovic M.
2008,1/16-FINALS,Shepherd K.,McGowan M.
2008,1/16-FINALS,van Barneveld R.,Clark J.
2008,1/16-FINALS,Wade J.,Beaton S.
2008,1/16-FINALS,Jenkins A.,Tabern A.
2008,1/16-FINALS,Manley P.,Warriner-Little A.
2008,1/16-FINALS,Mardle W.,Caven J.
2008,1/16-FINALS,Scholten R.,King M.
2008,1/16-FINALS,Taylor P.,Walsh M.
2008,1/16-FINALS,Van der Rassel J.,Ovens D.
2008,1/32-FINALS,Baxter R.,Olson D.
2008,1/32-FINALS,Beaton S.,Evans S.
2008,1/32-FINALS,Dudbridge M.,Hine S.
2008,1/32-FINALS,Osborne C.,Extercatte E.
2008,1/32-FINALS,Part J.,Losper C.
2008,1/32-FINALS,Smith A.,Suljovic M.
2008,1/32-FINALS,Wade J.,MacArthur S.
2008,1/32-FINALS,Warriner-Little A.,Yongsheng S.
2008,1/32-FINALS,Hamilton A.,Kwadijk L.
2008,1/32-FINALS,Jenkins A.,Navratil M.
2008,1/32-FINALS,Jones W.,Eccles T.
2008,1/32-FINALS,Lewis A.,Askew D.
2008,1/32-FINALS,Priestley D.,Maish S.
2008,1/32-FINALS,Roy A.,Parry W.
2008,1/32-FINALS,van Barneveld R.,Forde A.
2008,1/32-FINALS,Van der Voort V.,Klaasen J.
2008,1/32-FINALS,Anderson B.,Clark J.
2008,1/32-FINALS,Bates B.,Convery G.
2008,1/32-FINALS,Jenkins T.,Shepherd K.
2008,1/32-FINALS,Mason C.,Brown S.
2008,1/32-FINALS,McGowan M.,Barry J.
2008,1/32-FINALS,Newton W.,Caven J.
2008,1/32-FINALS,Ovens D.,Monk C.
2008,1/32-FINALS,Painter K.,Mawson G.
2008,PRELIMINARY ROUND,Barellano R.,Navratil M.
2008,PRELIMINARY ROUND,Bolton A.,Extercatte E.
2008,PRELIMINARY ROUND,Nagakawa A.,Forde A.
2008,PRELIMINARY ROUND,Sayed A.,Yongsheng S.
2008,1/32-FINALS,King M.,Rosenauer M.
2008,1/32-FINALS,Manley P.,Greebe T.
2008,1/32-FINALS,Scholten R.,Clark M.
2008,1/32-FINALS,Taylor P.,van Gerwen M.
2008,1/32-FINALS,Gray A.,Walsh M.
2008,1/32-FINALS,Lloyd C.,Van der Rassel J.
2008,1/32-FINALS,Mardle W.,Carver R.
2008,1/32-FINALS,Tabern A.,Laursen P.
