tournament_year,stage,player1_name,player2_name
2007,FINAL,van Barneveld R.,Taylor P.
2007,SEMI-FINALS,Taylor P.,Hamilton A.
2007,SEMI-FINALS,van Barneveld R.,Jenkins A.
2007,QUARTER-FINALS,Jenkins A.,Osborne C.
2007,QUARTER-FINALS,Jenkins T.,Hamilton A.
2007,QUARTER-FINALS,Taylor P.,Webster D.
2007,QUARTER-FINALS,van Barneveld R.,Tabern A.
2007,1/8-FINALS,Havenga W.,Webster D.
2007,1/8-FINALS,Jenkins T.,Wade J.
2007,1/8-FINALS,Lewis A.,Jenkins A.
2007,1/8-FINALS,Priestley D.,Hamilton A.
2007,1/8-FINALS,Scholten R.,Osborne C.
2007,1/8-FINALS,Taylor P.,Mason C.
2007,1/8-FINALS,Askew D.,Tabern A.
2007,1/16-FINALS,Jenkins A.,Smith A.
2007,1/16-FINALS,Osborne C.,Newton W.
2007,1/16-FINALS,Priestley D.,Laursen P.
2007,1/16-FINALS,Scholten R.,Roy A.
2007,1/8-FINALS,van Barneveld R.,Vonck R.
2007,1/16-FINALS,Wade J.,Ladley D.
2007,1/16-FINALS,Caves A.,Askew D.
2007,1/16-FINALS,Dudbridge M.,Hamilton A.
2007,1/16-FINALS,Ovens D.,Tabern A.
2007,1/16-FINALS,Taylor P.,McGowan M.
2007,1/16-FINALS,Gray A.,Webster D.
2007,1/16-FINALS,Jenkins T.,Beaton S.
2007,1/16-FINALS,Lewis A.,Jones W.
2007,1/16-FINALS,Lloyd C.,van Barneveld R.
2007,1/16-FINALS,Manley P.,Havenga W.
2007,1/16-FINALS,Mason C.,Part J.
2007,1/16-FINALS,Vonck R.,Cyr B.
2007,1/32-FINALS,Askew D.,Burchell M.
2007,1/32-FINALS,Dudbridge M.,Kuczynski J.
2007,1/32-FINALS,Jenkins A.,Davis B.
2007,1/32-FINALS,Newton W.,Wada T.
2007,1/32-FINALS,Painter K.,Osborne C.
2007,1/32-FINALS,Roy A.,Burnett R.
2007,1/32-FINALS,Scholten R.,Miller R.
2007,1/32-FINALS,Smith A.,Yongsheng S.
2007,1/32-FINALS,Beaton S.,Convery G.
2007,1/32-FINALS,Hamilton A.,Welding G.
2007,1/32-FINALS,Jones W.,Branks I.
2007,1/32-FINALS,Mardle W.,Caves A.
2007,1/32-FINALS,Monk C.,Laursen P.
2007,1/32-FINALS,Priestley D.,Schenk J.
2007,1/32-FINALS,Sams L.,Ladley D.
2007,1/32-FINALS,Wade J.,French W.
2007,1/32-FINALS,Anderson B.,Webster D.
2007,1/32-FINALS,Bates B.,Cyr B.
2007,1/32-FINALS,Lewis A.,Fleet A.
2007,1/32-FINALS,Lloyd C.,Seyler T.
2007,1/32-FINALS,Ovens D.,Smith S.
2007,1/32-FINALS,van Barneveld R.,Clegg M.
2007,1/32-FINALS,Walsh M.,Vonck R.
2007,1/32-FINALS,Warriner-Little A.,Tabern A.
2007,1/32-FINALS,Baxter R.,Gray A.
2007,1/32-FINALS,Clark M.,McGowan M.
2007,1/32-FINALS,Jenkins T.,Lawrence M.
2007,1/32-FINALS,Maish S.,Havenga W.
2007,1/32-FINALS,Manley P.,Jowett D.
2007,1/32-FINALS,Mason C.,Atwood W.
2007,1/32-FINALS,Part J.,Green A.
2007,1/32-FINALS,Taylor P.,Pein A.
